,Gene,Chromosome_Accession,Transcript,Transcript_ID_Full
17376,TIMD4,NC_000005.9,NM_001146726,NM_001146726.1
17377,TIMD4,NC_000005.9,NM_138379,NM_138379.2
17378,HAVCR1,NC_000005.9,NM_001173393,NM_001173393.2
17379,HAVCR1,NC_000005.9,NM_001308156,NM_001308156.1
17380,HAVCR1,NC_000005.9,NM_012206,NM_012206.3
17381,HAVCR2,NC_000005.9,NM_032782,NM_032782.4
17382,MED7,NC_000005.9,NM_004270,NM_004270.4
17383,MED7,NC_000005.9,NM_001100816,NM_001100816.1
17384,FAM71B,NC_000005.9,NM_130899,NM_130899.2
17385,ITK,NC_000005.9,NM_005546,NM_005546.3
17386,CYFIP2,NC_000005.9,NM_001291722,NM_001291722.1
17387,CYFIP2,NC_000005.9,NM_001037333,NM_001037333.2
17388,CYFIP2,NC_000005.9,NM_001291721,NM_001291721.1
17389,CYFIP2,NC_000005.9,NM_014376,NM_014376.3
17390,FNDC9,NC_000005.9,NM_001001343,NM_001001343.3
17391,LOC102724404,NC_000005.9,NR_136205,NR_136205.1
17392,LOC102724404,NC_000005.9,NR_136204,NR_136204.1
17393,NIPAL4,NC_000005.9,NM_001099287,NM_001099287.1
17394,NIPAL4,NC_000005.9,NM_001172292,NM_001172292.1
17395,ADAM19,NC_000005.9,NM_033274,NM_033274.4
17396,SOX30,NC_000005.9,NM_001308165,NM_001308165.1
17397,SOX30,NC_000005.9,NM_007017,NM_007017.2
17398,SOX30,NC_000005.9,NM_178424,NM_178424.1
17399,C5orf52,NC_000005.9,NM_001145132,NM_001145132.1
17400,THG1L,NC_000005.9,NM_017872,NM_017872.4
17401,THG1L,NC_000005.9,NM_001317825,NM_001317825.1
17402,THG1L,NC_000005.9,NM_001317824,NM_001317824.1
17403,THG1L,NC_000005.9,NM_001317826,NM_001317826.1
17404,LSM11,NC_000005.9,NM_173491,NM_173491.3
17405,CLINT1,NC_000005.9,NM_001195556,NM_001195556.1
17406,CLINT1,NC_000005.9,NM_014666,NM_014666.3
17407,CLINT1,NC_000005.9,NM_001195555,NM_001195555.1
17408,LOC101927697,NC_000005.9,NR_109888,NR_109888.1
17409,EBF1,NC_000005.9,NM_182708,NM_182708.2
17410,EBF1,NC_000005.9,NM_001324108,NM_001324108.1
17411,EBF1,NC_000005.9,NM_001324106,NM_001324106.1
17412,EBF1,NC_000005.9,NM_001324107,NM_001324107.1
17413,EBF1,NC_000005.9,NM_024007,NM_024007.4
17414,EBF1,NC_000005.9,NM_001324103,NM_001324103.1
17415,EBF1,NC_000005.9,NM_001324109,NM_001324109.1
17416,EBF1,NC_000005.9,NM_001290360,NM_001290360.2
17417,EBF1,NC_000005.9,NM_001324101,NM_001324101.1
17418,EBF1,NC_000005.9,NM_001324111,NM_001324111.1
17419,LOC101927740,NC_000005.9,NR_109890,NR_109890.1
17420,RNF145,NC_000005.9,NM_001199380,NM_001199380.1
17421,RNF145,NC_000005.9,NM_001199383,NM_001199383.1
17422,RNF145,NC_000005.9,NM_001199381,NM_001199381.1
17423,RNF145,NC_000005.9,NM_144726,NM_144726.2
17424,RNF145,NC_000005.9,NM_001199382,NM_001199382.1
17425,LINC01932,NC_000005.9,NR_134261,NR_134261.1
17426,UBLCP1,NC_000005.9,NM_145049,NM_145049.4
17427,IL12B,NC_000005.9,NM_002187,NM_002187.2
17428,LOC285626,NC_000005.9,NR_037889,NR_037889.1
17429,LINC01845,NC_000005.9,NR_027110,NR_027110.1
17430,LINC01847,NC_000005.9,NR_109891,NR_109891.1
17431,ADRA1B,NC_000005.9,NM_000679,NM_000679.3
17432,TTC1,NC_000005.9,NM_003314,NM_003314.2
17433,TTC1,NC_000005.9,NM_001282500,NM_001282500.1
17434,PWWP2A,NC_000005.9,NM_001267035,NM_001267035.1
17435,PWWP2A,NC_000005.9,NM_052927,NM_052927.2
17436,PWWP2A,NC_000005.9,NM_001130864,NM_001130864.1
17437,FABP6,NC_000005.9,NM_001130958,NM_001130958.1
17438,FABP6,NC_000005.9,NM_001040442,NM_001040442.1
17439,FABP6,NC_000005.9,NM_001445,NM_001445.2
17440,CCNJL,NC_000005.9,NR_131769,NR_131769.1
17441,CCNJL,NC_000005.9,NM_001308173,NM_001308173.1
17442,CCNJL,NC_000005.9,NM_024565,NM_024565.6
17443,C1QTNF2,NC_000005.9,NM_031908,NM_031908.4
17444,ZBED8,NC_000005.9,NM_022090,NM_022090.4
17445,ZBED8,NC_000005.9,NM_001303251,NM_001303251.1
17446,SLU7,NC_000005.9,NM_006425,NM_006425.4
17447,PTTG1,NC_000005.9,NM_004219,NM_004219.3
17448,PTTG1,NC_000005.9,NM_001282382,NM_001282382.1
17449,PTTG1,NC_000005.9,NM_001282383,NM_001282383.1
17450,MIR3142HG,NC_000005.9,NR_132748,NR_132748.1
17451,MIR3142,NC_000005.9,NR_036095,NR_036095.1
17452,MIR146A,NC_000005.9,NR_029701,NR_029701.1
17453,ATP10B,NC_000005.9,NM_025153,NM_025153.2
17454,LINC02159,NC_000005.9,NR_027111,NR_027111.1
17455,GABRB2,NC_000005.9,NM_000813,NM_000813.2
17456,GABRB2,NC_000005.9,NM_021911,NM_021911.2
17457,GABRA6,NC_000005.9,NM_000811,NM_000811.2
17458,GABRA1,NC_000005.9,NM_000806,NM_000806.5
17459,GABRA1,NC_000005.9,NM_001127643,NM_001127643.1
17460,GABRA1,NC_000005.9,NM_001127644,NM_001127644.1
17461,GABRA1,NC_000005.9,NM_001127645,NM_001127645.1
17462,GABRA1,NC_000005.9,NM_001127648,NM_001127648.1
17463,LINC01202,NC_000005.9,NR_126372,NR_126372.1
17464,GABRG2,NC_000005.9,NM_198903,NM_198903.2
17465,GABRG2,NC_000005.9,NM_198904,NM_198904.2
17466,GABRG2,NC_000005.9,NM_000816,NM_000816.3
17467,CCNG1,NC_000005.9,NM_004060,NM_004060.3
17468,CCNG1,NC_000005.9,NM_199246,NM_199246.1
17469,NUDCD2,NC_000005.9,NM_145266,NM_145266.5
17470,NUDCD2,NC_000005.9,NR_138427,NR_138427.1
17471,NUDCD2,NC_000005.9,NR_138426,NR_138426.1
17472,NUDCD2,NC_000005.9,NM_001329991,NM_001329991.1
17473,HMMR,NC_000005.9,NM_001142556,NM_001142556.1
17474,HMMR,NC_000005.9,NM_012484,NM_012484.2
17475,HMMR,NC_000005.9,NM_012485,NM_012485.2
17476,HMMR,NC_000005.9,NM_001142557,NM_001142557.1
17477,HMMR-AS1,NC_000005.9,NR_109892,NR_109892.1
17478,MAT2B,NC_000005.9,NM_182796,NM_182796.2
17479,MAT2B,NC_000005.9,NM_013283,NM_013283.4
17480,LINC02143,NC_000005.9,NR_105064,NR_105064.1
17481,LOC102546299,NC_000005.9,NR_105065,NR_105065.1
17482,LINC01947,NC_000005.9,NR_108020,NR_108020.1
17483,LOC101927908,NC_000005.9,NR_134280,NR_134280.1
17484,TENM2,NC_000005.9,NM_001122679,NM_001122679.1
17485,TENM2,NC_000005.9,NM_001080428,NM_001080428.2
17486,CTB-178M22.2,NC_000005.9,NR_109894,NR_109894.1
17487,WWC1,NC_000005.9,NM_001161661,NM_001161661.1
17488,WWC1,NC_000005.9,NM_001161662,NM_001161662.1
17489,WWC1,NC_000005.9,NM_015238,NM_015238.2
17490,RARS,NC_000005.9,NM_002887,NM_002887.3
17491,FBLL1,NC_000005.9,NR_024356,NR_024356.2
17492,PANK3,NC_000005.9,NM_024594,NM_024594.3
17493,MIR103A1,NC_000005.9,NR_029520,NR_029520.1
17494,MIR103B1,NC_000005.9,NR_031721,NR_031721.1
17495,SLIT3,NC_000005.9,NM_003062,NM_003062.3
17496,SLIT3,NC_000005.9,NM_001271946,NM_001271946.1
17497,LOC101927969,NC_000005.9,NR_130737,NR_130737.1
17498,MIR218-2,NC_000005.9,NR_029632,NR_029632.1
17499,LOC728095,NC_000005.9,NR_109897,NR_109897.1
17500,MIR585,NC_000005.9,NR_030311,NR_030311.1
17501,SPDL1,NC_000005.9,NM_001329643,NM_001329643.1
17502,SPDL1,NC_000005.9,NM_001329642,NM_001329642.1
17503,SPDL1,NC_000005.9,NM_001329639,NM_001329639.1
17504,SPDL1,NC_000005.9,NM_017785,NM_017785.4
17505,SPDL1,NC_000005.9,NM_001329640,NM_001329640.1
17506,SPDL1,NC_000005.9,NM_001329641,NM_001329641.1
17507,DOCK2,NC_000005.9,NM_004946,NM_004946.2
17508,FAM196B,NC_000005.9,NM_001346304,NM_001346304.1
17509,FAM196B,NC_000005.9,NM_001129891,NM_001129891.2
17510,MIR378E,NC_000005.9,NR_039609,NR_039609.1
17511,FOXI1,NC_000005.9,NM_012188,NM_012188.4
17512,FOXI1,NC_000005.9,NM_144769,NM_144769.2
17513,LINC01187,NC_000005.9,NR_108022,NR_108022.1
17514,C5orf58,NC_000005.9,NR_131091,NR_131091.1
17515,C5orf58,NC_000005.9,NR_131092,NR_131092.1
17516,C5orf58,NC_000005.9,NM_001305395,NM_001305395.1
17517,C5orf58,NC_000005.9,NM_001305397,NM_001305397.1
17518,C5orf58,NC_000005.9,NM_001102609,NM_001102609.2
17519,C5orf58,NC_000005.9,NM_001305396,NM_001305396.1
17520,C5orf58,NC_000005.9,NM_001305393,NM_001305393.1
17521,C5orf58,NC_000005.9,NM_001305394,NM_001305394.1
17522,LCP2,NC_000005.9,NM_005565,NM_005565.4
17523,LINC01366,NC_000005.9,NR_026945,NR_026945.2
17524,LINC01366,NC_000005.9,NR_108025,NR_108025.1
17525,LINC01366,NC_000005.9,NR_108024,NR_108024.1
17526,KCNIP1,NC_000005.9,NM_001034838,NM_001034838.2
17527,KCNIP1,NC_000005.9,NM_001278340,NM_001278340.1
17528,KCNIP1,NC_000005.9,NM_001034837,NM_001034837.2
17529,KCNIP1,NC_000005.9,NM_001278339,NM_001278339.1
17530,KCNIP1,NC_000005.9,NM_014592,NM_014592.3
17531,KCNMB1,NC_000005.9,NM_004137,NM_004137.3
17532,CTD-2270F17.1,NC_000005.9,NR_109899,NR_109899.1
17533,LOC105377716,NC_000005.9,NR_136214,NR_136214.1
17534,GABRP,NC_000005.9,NM_014211,NM_014211.2
17535,GABRP,NC_000005.9,NM_001291985,NM_001291985.1
17536,RANBP17,NC_000005.9,NM_022897,NM_022897.4
17537,TLX3,NC_000005.9,NM_021025,NM_021025.3
17538,MIR3912,NC_000005.9,NR_037474,NR_037474.1
17539,NPM1,NC_000005.9,NM_002520,NM_002520.6
17540,NPM1,NC_000005.9,NM_199185,NM_199185.3
17541,NPM1,NC_000005.9,NM_001037738,NM_001037738.2
17542,FGF18,NC_000005.9,NM_003862,NM_003862.2
17543,SMIM23,NC_000005.9,NM_001289970,NM_001289970.1
17544,FBXW11,NC_000005.9,NM_033645,NM_033645.2
17545,FBXW11,NC_000005.9,NM_033644,NM_033644.2
17546,FBXW11,NC_000005.9,NM_012300,NM_012300.2
17547,STK10,NC_000005.9,NM_005990,NM_005990.3
17548,EFCAB9,NC_000005.9,NM_001171183,NM_001171183.1
17549,UBTD2,NC_000005.9,NM_152277,NM_152277.2
17550,LOC100288254,NC_000005.9,NR_130933,NR_130933.1
17551,SH3PXD2B,NC_000005.9,NM_001308175,NM_001308175.1
17552,SH3PXD2B,NC_000005.9,NM_001017995,NM_001017995.2
17553,NEURL1B,NC_000005.9,NM_001142651,NM_001142651.2
17554,NEURL1B,NC_000005.9,NM_001308178,NM_001308178.1
17555,NEURL1B,NC_000005.9,NM_001308177,NM_001308177.1
17556,MIR5003,NC_000005.9,NR_049799,NR_049799.1
17557,LOC101928093,NC_000005.9,NM_001287812,NM_001287812.1
17558,DUSP1,NC_000005.9,NM_004417,NM_004417.3
17559,ERGIC1,NC_000005.9,NM_001031711,NM_001031711.2
17560,LOC100268168,NC_000005.9,NR_026682,NR_026682.1
17561,LOC100268168,NC_000005.9,NR_026683,NR_026683.1
17562,RPL26L1,NC_000005.9,NM_001317981,NM_001317981.1
17563,RPL26L1,NC_000005.9,NM_001317980,NM_001317980.1
17564,RPL26L1,NC_000005.9,NM_016093,NM_016093.3
17565,RPL26L1,NC_000005.9,NM_001317982,NM_001317982.1
17566,ATP6V0E1,NC_000005.9,NM_003945,NM_003945.3
17567,SNORA74B,NC_000005.9,NR_002988,NR_002988.1
17568,CREBRF,NC_000005.9,NM_153607,NM_153607.2
17569,CREBRF,NC_000005.9,NM_001168394,NM_001168394.1
17570,CREBRF,NC_000005.9,NM_001168393,NM_001168393.1
17571,BNIP1,NC_000005.9,NM_013979,NM_013979.2
17572,BNIP1,NC_000005.9,NM_013980,NM_013980.2
17573,BNIP1,NC_000005.9,NM_001205,NM_001205.2
17574,BNIP1,NC_000005.9,NM_013978,NM_013978.2
17575,NKX2-5,NC_000005.9,NM_004387,NM_004387.3
17576,NKX2-5,NC_000005.9,NM_001166176,NM_001166176.1
17577,NKX2-5,NC_000005.9,NM_001166175,NM_001166175.1
17578,STC2,NC_000005.9,NM_003714,NM_003714.2
17579,MIR8056,NC_000005.9,NR_107023,NR_107023.1
17580,LOC285593,NC_000005.9,NR_027108,NR_027108.2
17581,LOC285593,NC_000005.9,NR_027109,NR_027109.2
17582,BOD1,NC_000005.9,NM_001159651,NM_001159651.1
17583,BOD1,NC_000005.9,NM_138369,NM_138369.2
17584,LINC01484,NC_000005.9,NR_108027,NR_108027.1
17585,LINC01485,NC_000005.9,NR_108028,NR_108028.1
17586,CPEB4,NC_000005.9,NM_030627,NM_030627.3
17587,CPEB4,NC_000005.9,NM_001308189,NM_001308189.1
17588,CPEB4,NC_000005.9,NM_001308191,NM_001308191.1
17589,CPEB4,NC_000005.9,NM_001308192,NM_001308192.1
17590,CPEB4,NC_000005.9,NM_001308193,NM_001308193.1
17591,C5orf47,NC_000005.9,NM_001144954,NM_001144954.1
17592,HMP19,NC_000005.9,NM_015980,NM_015980.4
17593,LINC01411,NC_000005.9,NR_125806,NR_125806.1
17594,MSX2,NC_000005.9,NM_002449,NM_002449.4
17595,MIR4634,NC_000005.9,NR_039777,NR_039777.1
17596,LINC01951,NC_000005.9,NR_046113,NR_046113.1
17597,DRD1,NC_000005.9,NM_000794,NM_000794.3
17598,SFXN1,NC_000005.9,NM_001322977,NM_001322977.1
17599,SFXN1,NC_000005.9,NM_001322981,NM_001322981.1
17600,SFXN1,NC_000005.9,NM_001322982,NM_001322982.1
17601,SFXN1,NC_000005.9,NM_022754,NM_022754.6
17602,SFXN1,NC_000005.9,NM_001322980,NM_001322980.1
17603,SFXN1,NC_000005.9,NM_001322978,NM_001322978.1
17604,SFXN1,NC_000005.9,NM_001322983,NM_001322983.1
17605,HRH2,NC_000005.9,NM_001131055,NM_001131055.1
17606,HRH2,NC_000005.9,NM_022304,NM_022304.2
17607,CPLX2,NC_000005.9,NM_006650,NM_006650.3
17608,CPLX2,NC_000005.9,NM_001008220,NM_001008220.1
17609,THOC3,NC_000005.9,NM_032361,NM_032361.3
17610,LOC100996385,NC_000005.9,NR_103794,NR_103794.1
17611,FAM153B,NC_000005.9,NM_001265615,NM_001265615.1
17612,LOC100507387,NC_000005.9,NR_038402,NR_038402.1
17613,LOC643201,NC_000005.9,NR_036494,NR_036494.1
17614,SIMC1,NC_000005.9,NM_001308196,NM_001308196.1
17615,SIMC1,NC_000005.9,NM_001308195,NM_001308195.1
17616,SIMC1,NC_000005.9,NM_198567,NM_198567.5
17617,SIMC1,NC_000005.9,NR_131772,NR_131772.1
17618,SIMC1,NC_000005.9,NM_001308200,NM_001308200.1
17619,KIAA1191,NC_000005.9,NR_109796,NR_109796.1
17620,KIAA1191,NC_000005.9,NM_001287335,NM_001287335.1
17621,KIAA1191,NC_000005.9,NM_001287336,NM_001287336.1
17622,KIAA1191,NC_000005.9,NR_109797,NR_109797.1
17623,KIAA1191,NC_000005.9,NM_001079685,NM_001079685.2
17624,KIAA1191,NC_000005.9,NR_109800,NR_109800.1
17625,KIAA1191,NC_000005.9,NR_109798,NR_109798.1
17626,KIAA1191,NC_000005.9,NM_001079684,NM_001079684.2
17627,KIAA1191,NC_000005.9,NR_109799,NR_109799.1
17628,KIAA1191,NC_000005.9,NM_020444,NM_020444.4
17629,ARL10,NC_000005.9,NM_173664,NM_173664.5
17630,ARL10,NC_000005.9,NM_001317948,NM_001317948.1
17631,MIR1271,NC_000005.9,NR_031569,NR_031569.1
17632,NOP16,NC_000005.9,NM_001291308,NM_001291308.2
17633,NOP16,NC_000005.9,NM_001291307,NM_001291307.2
17634,NOP16,NC_000005.9,NM_001256540,NM_001256540.3
17635,NOP16,NC_000005.9,NM_001256539,NM_001256539.3
17636,NOP16,NC_000005.9,NM_016391,NM_016391.7
17637,NOP16,NC_000005.9,NR_134318,NR_134318.1
17638,NOP16,NC_000005.9,NM_001291305,NM_001291305.2
17639,NOP16,NC_000005.9,NM_001317975,NM_001317975.1
17640,NOP16,NC_000005.9,NR_134316,NR_134316.1
17641,HIGD2A,NC_000005.9,NM_138820,NM_138820.3
17642,CLTB,NC_000005.9,NM_001834,NM_001834.3
17643,CLTB,NC_000005.9,NM_007097,NM_007097.3
17644,CLTB,NC_000005.9,NR_045724,NR_045724.1
17645,FAF2,NC_000005.9,NM_014613,NM_014613.2
17646,RNF44,NC_000005.9,NM_014901,NM_014901.4
17647,CDHR2,NC_000005.9,NM_001171976,NM_001171976.1
17648,CDHR2,NC_000005.9,NM_017675,NM_017675.4
17649,GPRIN1,NC_000005.9,NM_052899,NM_052899.2
17650,SNCB,NC_000005.9,NM_001318036,NM_001318036.1
17651,SNCB,NC_000005.9,NM_001318037,NM_001318037.1
17652,SNCB,NC_000005.9,NM_003085,NM_003085.4
17653,SNCB,NC_000005.9,NM_001318034,NM_001318034.1
17654,SNCB,NC_000005.9,NM_001318035,NM_001318035.1
17655,SNCB,NC_000005.9,NM_001001502,NM_001001502.2
17656,MIR4281,NC_000005.9,NR_036239,NR_036239.1
17657,EIF4E1B,NC_000005.9,NM_001099408,NM_001099408.1
17658,TSPAN17,NC_000005.9,NM_012171,NM_012171.2
17659,TSPAN17,NC_000005.9,NM_130465,NM_130465.4
17660,TSPAN17,NC_000005.9,NM_001006616,NM_001006616.2
17661,LINC01574,NC_000005.9,NR_108030,NR_108030.1
17662,UNC5A,NC_000005.9,NM_133369,NM_133369.2
17663,HK3,NC_000005.9,NM_002115,NM_002115.2
17664,UIMC1,NC_000005.9,NM_001199298,NM_001199298.1
17665,UIMC1,NC_000005.9,NM_001317961,NM_001317961.1
17666,UIMC1,NC_000005.9,NM_001199297,NM_001199297.2
17667,UIMC1,NC_000005.9,NM_016290,NM_016290.4
17668,ZNF346,NC_000005.9,NM_001308213,NM_001308213.1
17669,ZNF346,NC_000005.9,NM_001308219,NM_001308219.1
17670,ZNF346,NC_000005.9,NM_001308223,NM_001308223.1
17671,ZNF346,NC_000005.9,NM_012279,NM_012279.3
17672,ZNF346,NC_000005.9,NM_001308215,NM_001308215.1
17673,ZNF346,NC_000005.9,NR_131773,NR_131773.1
17674,ZNF346,NC_000005.9,NR_131774,NR_131774.1
17675,ZNF346,NC_000005.9,NM_001308216,NM_001308216.1
17676,ZNF346,NC_000005.9,NM_001308214,NM_001308214.1
17677,ZNF346,NC_000005.9,NM_001308218,NM_001308218.1
17678,ZNF346,NC_000005.9,NM_001308221,NM_001308221.1
17679,FGFR4,NC_000005.9,NM_213647,NM_213647.2
17680,FGFR4,NC_000005.9,NM_002011,NM_002011.4
17681,FGFR4,NC_000005.9,NM_001291980,NM_001291980.1
17682,FGFR4,NC_000005.9,NM_022963,NM_022963.3
17683,NSD1,NC_000005.9,NM_172349,NM_172349.2
17684,NSD1,NC_000005.9,NM_022455,NM_022455.4
17685,RAB24,NC_000005.9,NM_130781,NM_130781.3
17686,RAB24,NC_000005.9,NR_109789,NR_109789.1
17687,RAB24,NC_000005.9,NM_001031677,NM_001031677.3
17688,RAB24,NC_000005.9,NR_109790,NR_109790.1
17689,PRELID1,NC_000005.9,NM_013237,NM_013237.3
17690,PRELID1,NC_000005.9,NM_001271828,NM_001271828.1
17691,MXD3,NC_000005.9,NM_001142935,NM_001142935.1
17692,MXD3,NC_000005.9,NM_031300,NM_031300.3
17693,LMAN2,NC_000005.9,NM_006816,NM_006816.2
17694,RGS14,NC_000005.9,NM_006480,NM_006480.4
17695,SLC34A1,NC_000005.9,NM_003052,NM_003052.4
17696,SLC34A1,NC_000005.9,NM_001167579,NM_001167579.1
17697,PFN3,NC_000005.9,NM_001029886,NM_001029886.2
17698,F12,NC_000005.9,NM_000505,NM_000505.3
17699,GRK6,NC_000005.9,NM_002082,NM_002082.3
17700,GRK6,NC_000005.9,NM_001004106,NM_001004106.2
17701,GRK6,NC_000005.9,NM_001004105,NM_001004105.2
17702,PRR7-AS1,NC_000005.9,NR_038916,NR_038916.1
17703,PRR7-AS1,NC_000005.9,NR_038915,NR_038915.1
17704,PRR7,NC_000005.9,NM_030567,NM_030567.4
17705,PRR7,NC_000005.9,NM_001174101,NM_001174101.1
17706,PRR7,NC_000005.9,NM_001174102,NM_001174102.1
17707,DBN1,NC_000005.9,NM_004395,NM_004395.3
17708,DBN1,NC_000005.9,NM_080881,NM_080881.2
17709,PDLIM7,NC_000005.9,NM_203352,NM_203352.2
17710,PDLIM7,NC_000005.9,NM_005451,NM_005451.4
17711,PDLIM7,NC_000005.9,NR_103804,NR_103804.1
17712,PDLIM7,NC_000005.9,NM_213636,NM_213636.2
17713,DOK3,NC_000005.9,NM_001144875,NM_001144875.1
17714,DOK3,NC_000005.9,NM_001144876,NM_001144876.1
17715,DOK3,NC_000005.9,NM_001308235,NM_001308235.1
17716,DOK3,NC_000005.9,NM_024872,NM_024872.2
17717,DOK3,NC_000005.9,NM_001308236,NM_001308236.1
17718,DDX41,NC_000005.9,NM_016222,NM_016222.3
17719,DDX41,NC_000005.9,NM_001321830,NM_001321830.1
17720,DDX41,NC_000005.9,NM_001321732,NM_001321732.1
17721,FAM193B,NC_000005.9,NM_001190946,NM_001190946.2
17722,FAM193B,NC_000005.9,NR_024019,NR_024019.3
17723,TMED9,NC_000005.9,NM_017510,NM_017510.5
17724,B4GALT7,NC_000005.9,NM_007255,NM_007255.2
17725,LOC202181,NC_000005.9,NR_026921,NR_026921.1
17726,FAM153A,NC_000005.9,NM_173663,NM_173663.3
17727,LOC728554,NC_000005.9,NR_003615,NR_003615.2
17728,PROP1,NC_000005.9,NM_006261,NM_006261.4
17729,FAM153C,NC_000005.9,NR_038353,NR_038353.1
17730,N4BP3,NC_000005.9,NM_015111,NM_015111.1
17731,RMND5B,NC_000005.9,NM_001288794,NM_001288794.1
17732,RMND5B,NC_000005.9,NM_001288795,NM_001288795.1
17733,RMND5B,NC_000005.9,NM_022762,NM_022762.4
17734,NHP2,NC_000005.9,NM_001034833,NM_001034833.1
17735,NHP2,NC_000005.9,NM_017838,NM_017838.3
17736,GMCL1P1,NC_000005.9,NR_003281,NR_003281.1
17737,HNRNPAB,NC_000005.9,NM_031266,NM_031266.2
17738,HNRNPAB,NC_000005.9,NM_004499,NM_004499.3
17739,PHYKPL,NC_000005.9,NR_103508,NR_103508.1
17740,PHYKPL,NC_000005.9,NM_153373,NM_153373.3
17741,PHYKPL,NC_000005.9,NR_103510,NR_103510.1
17742,PHYKPL,NC_000005.9,NR_103509,NR_103509.1
17743,PHYKPL,NC_000005.9,NM_001278346,NM_001278346.1
17744,COL23A1,NC_000005.9,NM_173465,NM_173465.3
17745,CLK4,NC_000005.9,NM_020666,NM_020666.2
17746,ZNF354A,NC_000005.9,NM_001324339,NM_001324339.1
17747,ZNF354A,NC_000005.9,NM_005649,NM_005649.2
17748,AACSP1,NC_000005.9,NR_024035,NR_024035.2
17749,AACSP1,NC_000005.9,NR_135095,NR_135095.1
17750,ZNF354B,NC_000005.9,NM_058230,NM_058230.2
17751,ZFP2,NC_000005.9,NM_030613,NM_030613.3
17752,ZNF454,NC_000005.9,NM_001178089,NM_001178089.2
17753,ZNF454,NC_000005.9,NM_001323306,NM_001323306.1
17754,ZNF454,NC_000005.9,NM_182594,NM_182594.3
17755,ZNF454,NC_000005.9,NM_001178090,NM_001178090.2
17756,ZNF454,NC_000005.9,NM_001323307,NM_001323307.1
17757,ZNF454,NC_000005.9,NM_001323308,NM_001323308.1
17758,ZNF454,NC_000005.9,NM_001323310,NM_001323310.1
17759,ZNF454,NC_000005.9,NM_001323309,NM_001323309.1
17760,GRM6,NC_000005.9,NM_000843,NM_000843.3
17761,ZNF879,NC_000005.9,NM_001136116,NM_001136116.1
17762,ZNF354C,NC_000005.9,NM_014594,NM_014594.2
17763,ADAMTS2,NC_000005.9,NM_014244,NM_014244.4
17764,ADAMTS2,NC_000005.9,NM_021599,NM_021599.3
17765,RUFY1,NC_000005.9,NM_025158,NM_025158.4
17766,RUFY1,NC_000005.9,NM_001040451,NM_001040451.2
17767,RUFY1,NC_000005.9,NM_001040452,NM_001040452.2
17768,LOC101928445,NC_000005.9,NR_110560,NR_110560.1
17769,HNRNPH1,NC_000005.9,NM_005520,NM_005520.2
17770,HNRNPH1,NC_000005.9,NM_001257293,NM_001257293.1
17771,C5orf60,NC_000005.9,NR_131066,NR_131066.1
17772,C5orf60,NC_000005.9,NM_001142306,NM_001142306.2
17773,C5orf60,NC_000005.9,NM_001305388,NM_001305388.1
17774,LOC105377763,NC_000005.9,NR_134260,NR_134260.1
17775,LOC105377763,NC_000005.9,NR_134259,NR_134259.1
17776,CBY3,NC_000005.9,NM_001164444,NM_001164444.1
17777,CANX,NC_000005.9,NM_001746,NM_001746.3
17778,CANX,NC_000005.9,NM_001024649,NM_001024649.1
17779,MAML1,NC_000005.9,NM_014757,NM_014757.4
17780,LTC4S,NC_000005.9,NM_145867,NM_145867.1
17781,MGAT4B,NC_000005.9,NM_014275,NM_014275.4
17782,MGAT4B,NC_000005.9,NM_054013,NM_054013.3
17783,MIR1229,NC_000005.9,NR_031598,NR_031598.1
17784,SQSTM1,NC_000005.9,NM_001142298,NM_001142298.1
17785,SQSTM1,NC_000005.9,NM_001142299,NM_001142299.1
17786,SQSTM1,NC_000005.9,NM_003900,NM_003900.4
17787,MRNIP,NC_000005.9,NM_001017987,NM_001017987.2
17788,MRNIP,NC_000005.9,NM_016175,NM_016175.3
17789,LOC100996419,NC_000005.9,NR_134283,NR_134283.1
17790,TBC1D9B,NC_000005.9,NM_015043,NM_015043.3
17791,TBC1D9B,NC_000005.9,NM_198868,NM_198868.2
17792,RNF130,NC_000005.9,NM_001280801,NM_001280801.1
17793,RNF130,NC_000005.9,NM_018434,NM_018434.5
17794,MIR340,NC_000005.9,NR_029885,NR_029885.1
17795,RASGEF1C,NC_000005.9,NM_175062,NM_175062.3
17796,MAPK9,NC_000005.9,NM_002752,NM_002752.4
17797,MAPK9,NC_000005.9,NM_139068,NM_139068.2
17798,MAPK9,NC_000005.9,NM_139070,NM_139070.2
17799,MAPK9,NC_000005.9,NM_139069,NM_139069.2
17800,MAPK9,NC_000005.9,NM_001308244,NM_001308244.1
17801,MAPK9,NC_000005.9,NM_001135044,NM_001135044.1
17802,GFPT2,NC_000005.9,NM_005110,NM_005110.3
17803,CNOT6,NC_000005.9,NM_001303241,NM_001303241.1
17804,SCGB3A1,NC_000005.9,NM_052863,NM_052863.2
17805,FLT4,NC_000005.9,NM_182925,NM_182925.4
17806,FLT4,NC_000005.9,NM_002020,NM_002020.4
17807,OR2Y1,NC_000005.9,NM_001001657,NM_001001657.1
17808,MGAT1,NC_000005.9,NM_001114617,NM_001114617.1
17809,MGAT1,NC_000005.9,NM_001114618,NM_001114618.1
17810,MGAT1,NC_000005.9,NM_001114619,NM_001114619.1
17811,MGAT1,NC_000005.9,NM_001114620,NM_001114620.1
17812,MGAT1,NC_000005.9,NM_002406,NM_002406.3
17813,HEIH,NC_000005.9,NR_045680,NR_045680.1
