,Gene,Chromosome_Accession,Transcript,Transcript_ID_Full
10899,CCNI,NC_000004.11,NM_001348134,NM_001348134.1
10900,CCNI,NC_000004.11,NM_001348132,NM_001348132.1
10901,CCNI,NC_000004.11,NM_001348139,NM_001348139.1
10902,CCNI,NC_000004.11,NM_001348136,NM_001348136.1
10903,CCNI,NC_000004.11,NM_001348137,NM_001348137.1
10904,CCNI,NC_000004.11,NM_001348138,NM_001348138.1
10905,CCNI,NC_000004.11,NM_001348135,NM_001348135.1
10906,CCNI,NC_000004.11,NM_001348140,NM_001348140.1
10907,CCNI,NC_000004.11,NM_006835,NM_006835.2
10908,CCNI,NC_000004.11,NM_001348133,NM_001348133.1
10909,CCNG2,NC_000004.11,NM_004354,NM_004354.2
10910,CXCL13,NC_000004.11,NM_006419,NM_006419.2
10911,CNOT6L,NC_000004.11,NM_144571,NM_144571.2
10912,CNOT6L,NC_000004.11,NM_001286790,NM_001286790.1
10913,MRPL1,NC_000004.11,NM_020236,NM_020236.3
10914,FRAS1,NC_000004.11,NM_025074,NM_025074.6
10915,FRAS1,NC_000004.11,NM_001166133,NM_001166133.1
10916,ANXA3,NC_000004.11,NM_005139,NM_005139.2
10917,BMP2K,NC_000004.11,NM_198892,NM_198892.1
10918,BMP2K,NC_000004.11,NM_017593,NM_017593.3
10919,PAQR3,NC_000004.11,NM_001040202,NM_001040202.1
10920,NAA11,NC_000004.11,NM_032693,NM_032693.2
10921,GK2,NC_000004.11,NM_033214,NM_033214.2
10922,ANTXR2,NC_000004.11,NM_001286780,NM_001286780.1
10923,ANTXR2,NC_000004.11,NM_001286781,NM_001286781.1
10924,ANTXR2,NC_000004.11,NM_058172,NM_058172.5
10925,ANTXR2,NC_000004.11,NM_001145794,NM_001145794.1
10926,PRDM8,NC_000004.11,NM_020226,NM_020226.3
10927,PRDM8,NC_000004.11,NM_001099403,NM_001099403.1
10928,FGF5,NC_000004.11,NM_004464,NM_004464.3
10929,FGF5,NC_000004.11,NM_033143,NM_033143.2
10930,FGF5,NC_000004.11,NM_001291812,NM_001291812.1
10931,C4orf22,NC_000004.11,NM_001206997,NM_001206997.1
10932,C4orf22,NC_000004.11,NM_152770,NM_152770.2
10933,BMP3,NC_000004.11,NM_001201,NM_001201.3
10934,PRKG2,NC_000004.11,NM_001282485,NM_001282485.1
10935,PRKG2,NC_000004.11,NM_006259,NM_006259.2
10936,PRKG2,NC_000004.11,NM_001282482,NM_001282482.1
10937,PRKG2,NC_000004.11,NM_001282483,NM_001282483.1
10938,PRKG2,NC_000004.11,NM_001282481,NM_001282481.1
10939,PRKG2,NC_000004.11,NM_001282480,NM_001282480.1
10940,RASGEF1B,NC_000004.11,NM_001300736,NM_001300736.1
10941,RASGEF1B,NC_000004.11,NM_001300735,NM_001300735.1
10942,RASGEF1B,NC_000004.11,NM_152545,NM_152545.2
10943,HNRNPD,NC_000004.11,NM_001003810,NM_001003810.1
10944,HNRNPD,NC_000004.11,NM_031369,NM_031369.2
10945,HNRNPD,NC_000004.11,NM_002138,NM_002138.3
10946,HNRNPD,NC_000004.11,NM_031370,NM_031370.2
10947,HNRNPDL,NC_000004.11,NM_001207000,NM_001207000.1
10948,HNRNPDL,NC_000004.11,NM_031372,NM_031372.3
10949,ENOPH1,NC_000004.11,NM_021204,NM_021204.4
10950,ENOPH1,NC_000004.11,NM_001292017,NM_001292017.1
10951,TMEM150C,NC_000004.11,NM_001080506,NM_001080506.1
10952,SCD5,NC_000004.11,NM_001037582,NM_001037582.2
10953,SCD5,NC_000004.11,NM_024906,NM_024906.2
10954,SEC31A,NC_000004.11,NM_001318120,NM_001318120.1
10955,SEC31A,NC_000004.11,NM_001191049,NM_001191049.2
10956,SEC31A,NC_000004.11,NM_001318119,NM_001318119.1
10957,SEC31A,NC_000004.11,NM_001300744,NM_001300744.2
10958,SEC31A,NC_000004.11,NM_001300745,NM_001300745.2
10959,SEC31A,NC_000004.11,NM_016211,NM_016211.4
10960,SEC31A,NC_000004.11,NM_001077206,NM_001077206.3
10961,SEC31A,NC_000004.11,NM_001077208,NM_001077208.3
10962,SEC31A,NC_000004.11,NM_001077207,NM_001077207.3
10963,THAP9,NC_000004.11,NM_001317776,NM_001317776.1
10964,THAP9,NC_000004.11,NM_024672,NM_024672.5
10965,LIN54,NC_000004.11,NM_001115007,NM_001115007.2
10966,LIN54,NC_000004.11,NM_001288997,NM_001288997.1
10967,LIN54,NC_000004.11,NM_001115008,NM_001115008.2
10968,LIN54,NC_000004.11,NM_001288996,NM_001288996.1
10969,LIN54,NC_000004.11,NM_194282,NM_194282.3
10970,COPS4,NC_000004.11,NM_001330727,NM_001330727.1
10971,COPS4,NC_000004.11,NM_016129,NM_016129.2
10972,COPS4,NC_000004.11,NM_001258006,NM_001258006.1
10973,PLAC8,NC_000004.11,NM_016619,NM_016619.2
10974,PLAC8,NC_000004.11,NM_001130716,NM_001130716.1
10975,PLAC8,NC_000004.11,NM_001130715,NM_001130715.1
10976,COQ2,NC_000004.11,NM_015697,NM_015697.7
10977,HPSE,NC_000004.11,NM_001166498,NM_001166498.2
10978,HPSE,NC_000004.11,NM_006665,NM_006665.5
10979,HPSE,NC_000004.11,NM_001098540,NM_001098540.2
10980,HPSE,NC_000004.11,NM_001199830,NM_001199830.1
10981,HELQ,NC_000004.11,NM_001297755,NM_001297755.1
10982,HELQ,NC_000004.11,NM_001297757,NM_001297757.1
10983,HELQ,NC_000004.11,NM_133636,NM_133636.3
10984,HELQ,NC_000004.11,NM_001297756,NM_001297756.1
10985,HELQ,NC_000004.11,NM_001297758,NM_001297758.1
10986,HELQ,NC_000004.11,NM_001297759,NM_001297759.1
10987,MRPS18C,NC_000004.11,NM_016067,NM_016067.3
10988,MRPS18C,NC_000004.11,NM_001297769,NM_001297769.1
10989,MRPS18C,NC_000004.11,NM_001297767,NM_001297767.1
10990,MRPS18C,NC_000004.11,NM_001297770,NM_001297770.1
10991,FAM175A,NC_000004.11,NM_001345962,NM_001345962.1
10992,FAM175A,NC_000004.11,NM_139076,NM_139076.2
10993,GPAT3,NC_000004.11,NM_001256422,NM_001256422.1
10994,GPAT3,NC_000004.11,NM_001256421,NM_001256421.1
10995,GPAT3,NC_000004.11,NM_032717,NM_032717.4
10996,NKX6-1,NC_000004.11,NM_006168,NM_006168.2
10997,CDS1,NC_000004.11,NM_001263,NM_001263.3
10998,WDFY3,NC_000004.11,NM_014991,NM_014991.4
10999,ARHGAP24,NC_000004.11,NM_001025616,NM_001025616.2
11000,ARHGAP24,NC_000004.11,NM_001042669,NM_001042669.1
11001,ARHGAP24,NC_000004.11,NM_001346093,NM_001346093.1
11002,ARHGAP24,NC_000004.11,NM_001287805,NM_001287805.1
11003,ARHGAP24,NC_000004.11,NM_031305,NM_031305.2
11004,MAPK10,NC_000004.11,NM_002753,NM_002753.4
11005,MAPK10,NC_000004.11,NM_001318068,NM_001318068.1
11006,MAPK10,NC_000004.11,NM_138982,NM_138982.3
11007,MAPK10,NC_000004.11,NM_001318069,NM_001318069.1
11008,MAPK10,NC_000004.11,NM_138980,NM_138980.3
11009,MAPK10,NC_000004.11,NM_001318067,NM_001318067.1
11010,PTPN13,NC_000004.11,NM_080685,NM_080685.2
11011,PTPN13,NC_000004.11,NM_080683,NM_080683.2
11012,PTPN13,NC_000004.11,NM_006264,NM_006264.2
11013,PTPN13,NC_000004.11,NM_080684,NM_080684.2
11014,SLC10A6,NC_000004.11,NM_197965,NM_197965.2
11015,C4orf36,NC_000004.11,NM_144645,NM_144645.3
11016,AFF1,NC_000004.11,NM_001166693,NM_001166693.2
11017,AFF1,NC_000004.11,NM_001313959,NM_001313959.1
11018,AFF1,NC_000004.11,NM_001313960,NM_001313960.1
11019,AFF1,NC_000004.11,NM_005935,NM_005935.3
11020,KLHL8,NC_000004.11,NM_001292007,NM_001292007.1
11021,KLHL8,NC_000004.11,NM_001292006,NM_001292006.1
11022,KLHL8,NC_000004.11,NM_020803,NM_020803.4
11023,KLHL8,NC_000004.11,NM_001292003,NM_001292003.1
11024,HSD17B13,NC_000004.11,NM_001136230,NM_001136230.2
11025,HSD17B13,NC_000004.11,NM_178135,NM_178135.4
11026,HSD17B11,NC_000004.11,NM_016245,NM_016245.4
11027,NUDT9,NC_000004.11,NM_024047,NM_024047.4
11028,NUDT9,NC_000004.11,NM_001248011,NM_001248011.1
11029,NUDT9,NC_000004.11,NM_198038,NM_198038.2
11030,SPARCL1,NC_000004.11,NM_004684,NM_004684.5
11031,SPARCL1,NC_000004.11,NM_001291976,NM_001291976.1
11032,SPARCL1,NC_000004.11,NM_001128310,NM_001128310.2
11033,SPARCL1,NC_000004.11,NM_001291977,NM_001291977.1
11034,DSPP,NC_000004.11,NM_014208,NM_014208.3
11035,DMP1,NC_000004.11,NM_004407,NM_004407.3
11036,DMP1,NC_000004.11,NM_001079911,NM_001079911.2
11037,IBSP,NC_000004.11,NM_004967,NM_004967.3
11038,MEPE,NC_000004.11,NM_001184694,NM_001184694.2
11039,MEPE,NC_000004.11,NM_001184697,NM_001184697.1
11040,MEPE,NC_000004.11,NM_001184696,NM_001184696.1
11041,MEPE,NC_000004.11,NM_001184695,NM_001184695.1
11042,MEPE,NC_000004.11,NM_020203,NM_020203.3
11043,MEPE,NC_000004.11,NM_001291183,NM_001291183.1
11044,SPP1,NC_000004.11,NM_001251830,NM_001251830.1
11045,SPP1,NC_000004.11,NM_001040058,NM_001040058.1
11046,SPP1,NC_000004.11,NM_000582,NM_000582.2
11047,SPP1,NC_000004.11,NM_001040060,NM_001040060.1
11048,SPP1,NC_000004.11,NM_001251829,NM_001251829.1
11049,PKD2,NC_000004.11,NM_000297,NM_000297.3
11050,ABCG2,NC_000004.11,NM_001257386,NM_001257386.1
11051,ABCG2,NC_000004.11,NM_004827,NM_004827.2
11052,PPM1K,NC_000004.11,NM_152542,NM_152542.4
11053,HERC6,NC_000004.11,NM_017912,NM_017912.3
11054,HERC6,NC_000004.11,NM_001165136,NM_001165136.1
11055,HERC5,NC_000004.11,NM_016323,NM_016323.3
11056,PYURF,NC_000004.11,NM_032906,NM_032906.4
11057,PIGY,NC_000004.11,NM_001042616,NM_001042616.2
11058,HERC3,NC_000004.11,NM_014606,NM_014606.2
11059,HERC3,NC_000004.11,NM_001271602,NM_001271602.1
11060,HERC3,NC_000004.11,NM_001318505,NM_001318505.1
11061,NAP1L5,NC_000004.11,NM_153757,NM_153757.3
11062,FAM13A,NC_000004.11,NM_014883,NM_014883.3
11063,FAM13A,NC_000004.11,NM_001265580,NM_001265580.1
11064,FAM13A,NC_000004.11,NM_001265578,NM_001265578.1
11065,FAM13A,NC_000004.11,NM_001265579,NM_001265579.1
11066,FAM13A,NC_000004.11,NM_001015045,NM_001015045.2
11067,TIGD2,NC_000004.11,NM_145715,NM_145715.2
11068,GPRIN3,NC_000004.11,NM_198281,NM_198281.2
11069,SNCA,NC_000004.11,NM_001146055,NM_001146055.1
11070,SNCA,NC_000004.11,NM_000345,NM_000345.3
11071,SNCA,NC_000004.11,NM_007308,NM_007308.2
11072,SNCA,NC_000004.11,NM_001146054,NM_001146054.1
11073,MMRN1,NC_000004.11,NM_007351,NM_007351.2
11074,CCSER1,NC_000004.11,NM_001145065,NM_001145065.1
11075,CCSER1,NC_000004.11,NM_207491,NM_207491.2
11076,GRID2,NC_000004.11,NM_001510,NM_001510.3
11077,GRID2,NC_000004.11,NM_001286838,NM_001286838.1
11078,ATOH1,NC_000004.11,NM_005172,NM_005172.1
11079,SMARCAD1,NC_000004.11,NM_001128430,NM_001128430.1
11080,SMARCAD1,NC_000004.11,NM_001128429,NM_001128429.2
11081,SMARCAD1,NC_000004.11,NM_020159,NM_020159.4
11082,SMARCAD1,NC_000004.11,NM_001254949,NM_001254949.1
11083,HPGDS,NC_000004.11,NM_014485,NM_014485.2
11084,PDLIM5,NC_000004.11,NM_006457,NM_006457.4
11085,PDLIM5,NC_000004.11,NM_001256426,NM_001256426.1
11086,PDLIM5,NC_000004.11,NM_001256427,NM_001256427.1
11087,PDLIM5,NC_000004.11,NM_001011513,NM_001011513.3
11088,PDLIM5,NC_000004.11,NM_001256425,NM_001256425.1
11089,PDLIM5,NC_000004.11,NM_001256428,NM_001256428.1
11090,PDLIM5,NC_000004.11,NM_001011515,NM_001011515.2
11091,PDLIM5,NC_000004.11,NM_001011516,NM_001011516.2
11092,PDLIM5,NC_000004.11,NM_001256429,NM_001256429.1
11093,BMPR1B,NC_000004.11,NM_001203,NM_001203.2
11094,BMPR1B,NC_000004.11,NM_001256792,NM_001256792.1
11095,BMPR1B,NC_000004.11,NM_001256793,NM_001256793.1
11096,BMPR1B,NC_000004.11,NM_001256794,NM_001256794.1
11097,UNC5C,NC_000004.11,NM_003728,NM_003728.3
11098,PDHA2,NC_000004.11,NM_005390,NM_005390.4
11099,STPG2,NC_000004.11,NM_174952,NM_174952.2
11100,RAP1GDS1,NC_000004.11,NM_001100426,NM_001100426.1
11101,RAP1GDS1,NC_000004.11,NM_021159,NM_021159.4
11102,RAP1GDS1,NC_000004.11,NM_001100428,NM_001100428.1
11103,RAP1GDS1,NC_000004.11,NM_001100430,NM_001100430.1
11104,RAP1GDS1,NC_000004.11,NM_001100427,NM_001100427.1
11105,RAP1GDS1,NC_000004.11,NM_001100429,NM_001100429.1
11106,TSPAN5,NC_000004.11,NM_005723,NM_005723.3
11107,EIF4E,NC_000004.11,NM_001968,NM_001968.4
11108,EIF4E,NC_000004.11,NM_001130679,NM_001130679.2
11109,EIF4E,NC_000004.11,NM_001331017,NM_001331017.1
11110,EIF4E,NC_000004.11,NM_001130678,NM_001130678.2
11111,METAP1,NC_000004.11,NM_015143,NM_015143.2
11112,ADH5,NC_000004.11,NM_000671,NM_000671.4
11113,ADH4,NC_000004.11,NM_000670,NM_000670.4
11114,ADH4,NC_000004.11,NM_001306172,NM_001306172.1
11115,ADH4,NC_000004.11,NM_001306171,NM_001306171.1
11116,ADH6,NC_000004.11,NM_001102470,NM_001102470.1
11117,ADH6,NC_000004.11,NM_000672,NM_000672.3
11118,ADH1A,NC_000004.11,NM_000667,NM_000667.3
11119,ADH1B,NC_000004.11,NM_000668,NM_000668.5
11120,ADH1B,NC_000004.11,NM_001286650,NM_001286650.1
11121,ADH1C,NC_000004.11,NM_000669,NM_000669.4
11122,ADH7,NC_000004.11,NM_000673,NM_000673.4
11123,ADH7,NC_000004.11,NM_001166504,NM_001166504.1
11124,C4orf17,NC_000004.11,NM_032149,NM_032149.2
11125,TRMT10A,NC_000004.11,NM_001134666,NM_001134666.2
11126,TRMT10A,NC_000004.11,NM_001134665,NM_001134665.2
11127,TRMT10A,NC_000004.11,NM_152292,NM_152292.4
11128,MTTP,NC_000004.11,NM_000253,NM_000253.3
11129,MTTP,NC_000004.11,NM_001300785,NM_001300785.1
11130,DAPP1,NC_000004.11,NM_014395,NM_014395.2
11131,DAPP1,NC_000004.11,NM_001306151,NM_001306151.1
11132,LAMTOR3,NC_000004.11,NM_001243736,NM_001243736.1
11133,LAMTOR3,NC_000004.11,NM_021970,NM_021970.3
11134,DNAJB14,NC_000004.11,NM_001278310,NM_001278310.1
11135,DNAJB14,NC_000004.11,NM_001031723,NM_001031723.3
11136,DNAJB14,NC_000004.11,NM_001278311,NM_001278311.1
11137,H2AFZ,NC_000004.11,NM_002106,NM_002106.3
11138,DDIT4L,NC_000004.11,NM_145244,NM_145244.3
11139,EMCN,NC_000004.11,NM_001159694,NM_001159694.1
11140,EMCN,NC_000004.11,NM_016242,NM_016242.3
11141,PPP3CA,NC_000004.11,NM_001130692,NM_001130692.1
11142,PPP3CA,NC_000004.11,NM_001130691,NM_001130691.1
11143,PPP3CA,NC_000004.11,NM_000944,NM_000944.4
11144,BANK1,NC_000004.11,NM_017935,NM_017935.4
11145,BANK1,NC_000004.11,NM_001127507,NM_001127507.2
11146,BANK1,NC_000004.11,NM_001083907,NM_001083907.2
11147,SLC39A8,NC_000004.11,NM_001135147,NM_001135147.1
11148,SLC39A8,NC_000004.11,NM_001135146,NM_001135146.1
11149,SLC39A8,NC_000004.11,NM_022154,NM_022154.5
11150,SLC39A8,NC_000004.11,NM_001135148,NM_001135148.1
11151,NFKB1,NC_000004.11,NM_003998,NM_003998.3
11152,NFKB1,NC_000004.11,NM_001165412,NM_001165412.1
11153,NFKB1,NC_000004.11,NM_001319226,NM_001319226.1
11154,MANBA,NC_000004.11,NM_005908,NM_005908.3
11155,UBE2D3,NC_000004.11,NM_181893,NM_181893.2
11156,UBE2D3,NC_000004.11,NM_181890,NM_181890.2
11157,UBE2D3,NC_000004.11,NM_181889,NM_181889.2
11158,UBE2D3,NC_000004.11,NM_181888,NM_181888.3
11159,UBE2D3,NC_000004.11,NM_003340,NM_003340.6
11160,UBE2D3,NC_000004.11,NM_181886,NM_181886.3
11161,UBE2D3,NC_000004.11,NM_181891,NM_181891.2
11162,UBE2D3,NC_000004.11,NM_181887,NM_181887.2
11163,UBE2D3,NC_000004.11,NM_181892,NM_181892.3
11164,UBE2D3,NC_000004.11,NM_001300795,NM_001300795.1
11165,CISD2,NC_000004.11,NM_001008388,NM_001008388.4
11166,SLC9B1,NC_000004.11,NM_001100874,NM_001100874.2
11167,SLC9B1,NC_000004.11,NM_139173,NM_139173.3
11168,SLC9B2,NC_000004.11,NM_001300754,NM_001300754.1
11169,SLC9B2,NC_000004.11,NM_001300756,NM_001300756.1
11170,SLC9B2,NC_000004.11,NM_178833,NM_178833.5
11171,BDH2,NC_000004.11,NM_020139,NM_020139.3
11172,CENPE,NC_000004.11,NM_001286734,NM_001286734.1
11173,CENPE,NC_000004.11,NM_001813,NM_001813.2
11174,TACR3,NC_000004.11,NM_001059,NM_001059.2
11175,CXXC4,NC_000004.11,NM_025212,NM_025212.3
11176,TET2,NC_000004.11,NM_017628,NM_017628.4
11177,TET2,NC_000004.11,NM_001127208,NM_001127208.2
11178,PPA2,NC_000004.11,NM_176867,NM_176867.3
11179,PPA2,NC_000004.11,NM_176866,NM_176866.2
11180,PPA2,NC_000004.11,NM_006903,NM_006903.4
11181,PPA2,NC_000004.11,NM_176869,NM_176869.2
11182,ARHGEF38,NC_000004.11,NM_001242729,NM_001242729.1
11183,ARHGEF38,NC_000004.11,NM_017700,NM_017700.1
11184,INTS12,NC_000004.11,NM_001142471,NM_001142471.1
11185,INTS12,NC_000004.11,NM_020395,NM_020395.3
11186,GSTCD,NC_000004.11,NM_024751,NM_024751.3
11187,GSTCD,NC_000004.11,NM_001031720,NM_001031720.3
11188,NPNT,NC_000004.11,NM_001184690,NM_001184690.1
11189,NPNT,NC_000004.11,NM_001184691,NM_001184691.1
11190,NPNT,NC_000004.11,NM_001184693,NM_001184693.1
11191,NPNT,NC_000004.11,NM_001033047,NM_001033047.2
11192,NPNT,NC_000004.11,NM_001184692,NM_001184692.1
11193,TBCK,NC_000004.11,NM_001163436,NM_001163436.2
11194,TBCK,NC_000004.11,NM_033115,NM_033115.4
11195,TBCK,NC_000004.11,NM_001163437,NM_001163437.2
11196,TBCK,NC_000004.11,NM_001163435,NM_001163435.2
11197,TBCK,NC_000004.11,NM_001290768,NM_001290768.1
11198,AIMP1,NC_000004.11,NM_001142415,NM_001142415.1
11199,AIMP1,NC_000004.11,NM_004757,NM_004757.3
11200,AIMP1,NC_000004.11,NM_001142416,NM_001142416.1
11201,GIMD1,NC_000004.11,NM_001195138,NM_001195138.1
11202,DKK2,NC_000004.11,NM_014421,NM_014421.2
11203,PAPSS1,NC_000004.11,NM_005443,NM_005443.4
11204,SGMS2,NC_000004.11,NM_001136258,NM_001136258.1
11205,SGMS2,NC_000004.11,NM_152621,NM_152621.5
11206,SGMS2,NC_000004.11,NM_001136257,NM_001136257.1
11207,CYP2U1,NC_000004.11,NM_183075,NM_183075.2
11208,HADH,NC_000004.11,NM_001184705,NM_001184705.2
11209,HADH,NC_000004.11,NM_005327,NM_005327.4
11210,HADH,NC_000004.11,NM_001331027,NM_001331027.1
11211,LEF1,NC_000004.11,NM_001130714,NM_001130714.2
11212,LEF1,NC_000004.11,NM_001130713,NM_001130713.2
11213,LEF1,NC_000004.11,NM_016269,NM_016269.4
11214,LEF1,NC_000004.11,NM_001166119,NM_001166119.1
11215,RPL34,NC_000004.11,NM_000995,NM_000995.4
11216,RPL34,NC_000004.11,NM_001319236,NM_001319236.1
11217,RPL34,NC_000004.11,NM_033625,NM_033625.3
11218,RPL34,NC_000004.11,NM_001319232,NM_001319232.1
11219,RPL34,NC_000004.11,NM_001319235,NM_001319235.1
11220,RPL34,NC_000004.11,NM_001319234,NM_001319234.1
11221,OSTC,NC_000004.11,NM_001267818,NM_001267818.1
11222,OSTC,NC_000004.11,NM_021227,NM_021227.3
11223,OSTC,NC_000004.11,NM_001267817,NM_001267817.1
11224,ETNPPL,NC_000004.11,NM_001331033,NM_001331033.1
11225,ETNPPL,NC_000004.11,NM_001146590,NM_001146590.1
11226,ETNPPL,NC_000004.11,NM_031279,NM_031279.3
11227,ETNPPL,NC_000004.11,NM_001146627,NM_001146627.1
11228,ETNPPL,NC_000004.11,NM_001331032,NM_001331032.1
11229,ETNPPL,NC_000004.11,NM_001331031,NM_001331031.1
11230,COL25A1,NC_000004.11,NM_198721,NM_198721.3
11231,COL25A1,NC_000004.11,NM_032518,NM_032518.2
11232,COL25A1,NC_000004.11,NM_001256074,NM_001256074.1
11233,ZCCHC23,NC_000004.11,NM_001039778,NM_001039778.2
11234,SEC24B,NC_000004.11,NM_001300813,NM_001300813.2
11235,SEC24B,NC_000004.11,NM_006323,NM_006323.4
11236,SEC24B,NC_000004.11,NM_001318085,NM_001318085.1
11237,SEC24B,NC_000004.11,NM_001042734,NM_001042734.3
11238,SEC24B,NC_000004.11,NM_001318086,NM_001318086.1
11239,MCUB,NC_000004.11,NM_017918,NM_017918.4
11240,CASP6,NC_000004.11,NM_032992,NM_032992.2
11241,CASP6,NC_000004.11,NM_001226,NM_001226.3
11242,PLA2G12A,NC_000004.11,NM_030821,NM_030821.4
11243,CFI,NC_000004.11,NM_001331035,NM_001331035.1
11244,CFI,NC_000004.11,NM_000204,NM_000204.4
11245,CFI,NC_000004.11,NM_001318057,NM_001318057.1
11246,GAR1,NC_000004.11,NM_018983,NM_018983.3
11247,GAR1,NC_000004.11,NM_032993,NM_032993.2
11248,RRH,NC_000004.11,NM_006583,NM_006583.2
11249,LRIT3,NC_000004.11,NM_198506,NM_198506.4
11250,EGF,NC_000004.11,NM_001963,NM_001963.5
11251,EGF,NC_000004.11,NM_001178130,NM_001178130.2
11252,EGF,NC_000004.11,NM_001178131,NM_001178131.2
11253,ELOVL6,NC_000004.11,NM_024090,NM_024090.2
11254,ELOVL6,NC_000004.11,NM_001130721,NM_001130721.1
11255,ENPEP,NC_000004.11,NM_001977,NM_001977.3
11256,PITX2,NC_000004.11,NM_001204399,NM_001204399.1
11257,PITX2,NC_000004.11,NM_001204398,NM_001204398.1
11258,PITX2,NC_000004.11,NM_153427,NM_153427.2
11259,PITX2,NC_000004.11,NM_153426,NM_153426.2
11260,PITX2,NC_000004.11,NM_001204397,NM_001204397.1
11261,PITX2,NC_000004.11,NM_000325,NM_000325.5
11262,C4orf32,NC_000004.11,NM_152400,NM_152400.2
11263,AP1AR,NC_000004.11,NM_018569,NM_018569.5
11264,AP1AR,NC_000004.11,NM_001128426,NM_001128426.2
11265,TIFA,NC_000004.11,NM_052864,NM_052864.2
11266,ALPK1,NC_000004.11,NM_025144,NM_025144.3
11267,ALPK1,NC_000004.11,NM_001102406,NM_001102406.1
11268,ALPK1,NC_000004.11,NM_001253884,NM_001253884.1
11269,NEUROG2,NC_000004.11,NM_024019,NM_024019.3
11270,ZGRF1,NC_000004.11,NM_018392,NM_018392.4
11271,LARP7,NC_000004.11,NM_001267039,NM_001267039.1
11272,LARP7,NC_000004.11,NM_016648,NM_016648.3
11273,LARP7,NC_000004.11,NM_015454,NM_015454.2
11274,ANK2,NC_000004.11,NM_001127493,NM_001127493.1
11275,ANK2,NC_000004.11,NM_001148,NM_001148.4
11276,ANK2,NC_000004.11,NM_020977,NM_020977.3
11277,CAMK2D,NC_000004.11,NM_001321578,NM_001321578.1
11278,CAMK2D,NC_000004.11,NM_001321577,NM_001321577.1
11279,CAMK2D,NC_000004.11,NM_001321575,NM_001321575.1
11280,CAMK2D,NC_000004.11,NM_001321583,NM_001321583.1
11281,CAMK2D,NC_000004.11,NM_001321572,NM_001321572.1
11282,CAMK2D,NC_000004.11,NM_001321571,NM_001321571.1
11283,CAMK2D,NC_000004.11,NM_001321567,NM_001321567.1
11284,CAMK2D,NC_000004.11,NM_001321568,NM_001321568.1
11285,CAMK2D,NC_000004.11,NM_001321576,NM_001321576.1
11286,CAMK2D,NC_000004.11,NM_001321574,NM_001321574.1
11287,CAMK2D,NC_000004.11,NM_001321584,NM_001321584.1
11288,CAMK2D,NC_000004.11,NM_001321588,NM_001321588.1
11289,CAMK2D,NC_000004.11,NM_001321586,NM_001321586.1
11290,CAMK2D,NC_000004.11,NM_172128,NM_172128.2
11291,CAMK2D,NC_000004.11,NM_001221,NM_001221.3
11292,CAMK2D,NC_000004.11,NM_172127,NM_172127.2
11293,CAMK2D,NC_000004.11,NM_001321590,NM_001321590.1
11294,CAMK2D,NC_000004.11,NM_001321566,NM_001321566.1
11295,CAMK2D,NC_000004.11,NM_001321589,NM_001321589.1
11296,CAMK2D,NC_000004.11,NM_001321580,NM_001321580.1
11297,CAMK2D,NC_000004.11,NM_001321570,NM_001321570.1
11298,CAMK2D,NC_000004.11,NM_001321569,NM_001321569.1
11299,CAMK2D,NC_000004.11,NM_001321579,NM_001321579.1
11300,CAMK2D,NC_000004.11,NM_001321582,NM_001321582.1
11301,CAMK2D,NC_000004.11,NM_001321587,NM_001321587.1
11302,CAMK2D,NC_000004.11,NM_001321573,NM_001321573.1
11303,CAMK2D,NC_000004.11,NM_001321591,NM_001321591.1
11304,CAMK2D,NC_000004.11,NM_001321581,NM_001321581.1
11305,CAMK2D,NC_000004.11,NM_001321585,NM_001321585.1
11306,CAMK2D,NC_000004.11,NM_172115,NM_172115.2
11307,CAMK2D,NC_000004.11,NM_172114,NM_172114.1
11308,CAMK2D,NC_000004.11,NM_172129,NM_172129.1
11309,CAMK2D,NC_000004.11,NM_001321592,NM_001321592.1
11310,ARSJ,NC_000004.11,NM_024590,NM_024590.3
11311,UGT8,NC_000004.11,NM_001322113,NM_001322113.1
11312,UGT8,NC_000004.11,NM_001322112,NM_001322112.1
11313,UGT8,NC_000004.11,NM_001128174,NM_001128174.2
11314,UGT8,NC_000004.11,NM_001322114,NM_001322114.1
11315,UGT8,NC_000004.11,NM_003360,NM_003360.4
11316,NDST4,NC_000004.11,NM_022569,NM_022569.2
11317,TRAM1L1,NC_000004.11,NM_152402,NM_152402.2
11318,NDST3,NC_000004.11,NM_004784,NM_004784.2
11319,PRSS12,NC_000004.11,NM_003619,NM_003619.3
11320,METTL14,NC_000004.11,NM_020961,NM_020961.3
11321,SEC24D,NC_000004.11,NM_014822,NM_014822.3
11322,SEC24D,NC_000004.11,NM_001318066,NM_001318066.1
11323,SYNPO2,NC_000004.11,NM_001286754,NM_001286754.1
11324,SYNPO2,NC_000004.11,NM_133477,NM_133477.2
11325,SYNPO2,NC_000004.11,NM_001286755,NM_001286755.1
11326,SYNPO2,NC_000004.11,NM_001128933,NM_001128933.2
11327,SYNPO2,NC_000004.11,NM_001128934,NM_001128934.2
11328,MYOZ2,NC_000004.11,NM_016599,NM_016599.4
11329,USP53,NC_000004.11,NM_019050,NM_019050.2
11330,C4orf3,NC_000004.11,NM_001170330,NM_001170330.1
11331,C4orf3,NC_000004.11,NM_001001701,NM_001001701.3
11332,FABP2,NC_000004.11,NM_000134,NM_000134.3
